ligand,receptor,source,target,label
SCT,RAMP2,P09683,O60895,1
ADM2,TSHR,Q7Z4H4,P16473,1
IFNA8,IFNAR1,P32881,P17181,1
FRZB,WNT3A,Q92765,P56704,1
DKK4,WNT8A,Q9UBT3,Q9H1J5,1
COL9A1,MAG,P20849,P20916,1
COL4A2,ITGB5,P08572,P18084,1
B2M,TFRC,P61769,P02786,1
TRAF2,TNFSF9,Q12933,P41273,1
IFNL2,IL10RB,Q8IZJ0,Q08334,1
GLS2_SLC17A6,GRIN1_GRIN2B,COMPLEX:Q9P2U8_Q9UI32,NA_NA,1
KISS1,KISS1R,Q15726,Q969F8,1
QRFP,P2RY14,P83859,Q15391,1
RSPO4,WNT2,Q2I0M5,P09544,1
GAD2_SLC6A1,GABRA4_GABRB3_GABRD,COMPLEX:P30531_Q05329,NA_NA_NA,1
ITIH2,FCER1A,P19823,P12319,1
ICAM2,ITGAM_ITGB2,P13598,P11215_P05107,1
WNT3,FZD7,P56703,O75084,1
ANGPT1,ITGA5,Q15389,P08648,1
CALM1,GLP2R,P0DP23,O95838,1
IL27,IL27RA,Q8NEV9,Q6UWB1,1
NCAM1,GFRA1,P13591,P56159,1
MDK,PTPRZ1,P21741,P23471,1
FSHB,ADRB3,P01225,P13945,1
VEGFA,SIRPA,P15692,P78324,1
CXCL12,CD4,P48061,P01730,1
HSPA1A,GRIN2D,P0DMV8,O15399,1
GLS_SLC1A1,GRIN1_GRIN2C,COMPLEX:O94925_P43005,NA_Q14957,1
INSL3,RXFP1,P51460,Q9HBX9,1
WIF1,WNT9A,Q9Y5W5,O14904,1
GDF2,BMPR1A,Q9UK05,P36894,1
APOA1,LDLR,P02647,P01130,1
DKK4,WNT8B,Q9UBT3,Q93098,1
NT5E_SLC29A1,ADORA1,COMPLEX:P21589_Q99808,P30542,1
FSHB,ADCYAP1R1,P01225,P41586,1
FSHB,GPR20,P01225,Q99678,1
GLS_SLC17A6,GRIK1,COMPLEX:O94925_Q9P2U8,P39086,1
CX3CL1,CX3CR1,P78423,P49238,1
GLS_SLC1A7,GRM3,COMPLEX:O00341_O94925,Q14832,1
PTHLH,VIPR1,P12272,P32241,1
BMP5,BMPR1A_BMPR2,P22003,P36894_Q13873,1
PTH2,RAMP2,Q96A98,O60895,1
GIP,RAMP2,P09681,O60895,1
SOST,WNT9B,Q9BQB4,O14905,1
IL19,IL20RA,Q9UHD0,Q9UHF4,1
ANGPTL4,TIE1,Q9BY76,P35590,1
LTBP1,TGFB1,Q14766,P01137,1
WNT9B,FZD8_LRP6,O14905,Q9H461_O75581,1
GDF6,BMPR2,Q6KF10,Q13873,1
CHAT_SLC5A7,CHRNA4_CHRNB2,COMPLEX:P28329_Q9GZV3,P43681_P17787,1
NRG3,ERBB3,P56975,P21860,1
PDYN,OPRM1,P01213,P35372,1
LGALS3BP,ITGB1,Q08380,P05556,1
WNT9A,FZD2_LRP5,O14904,Q14332_O75197,1
GLS2_SLC1A1,GRM4,COMPLEX:P43005_Q9UI32,Q14833,1
SLITRK1,PTPRD,Q96PX8,P23468,1
LAMA1,ITGA3_ITGB1,P25391,P26006_P05556,1
RLN3,ADRB2,Q8WXF3,P07550,1
CHAT_SLC18A3,CHRNA1_CHRNB1_CHRND_CHRNG,COMPLEX:P28329_Q16572,P02708_P11230_Q07001_P07510,1
DKK4,WNT2,Q9UBT3,P09544,1
BDNF,DDR1,P23560,Q08345,1
RSPO4,WNT4,Q2I0M5,P56705,1
WIF1,WNT3A,Q9Y5W5,P56704,1
LHB,ADRB2,P01229,P07550,1
PLAU,ITGB2,P00749,P05107,1
IGF2,IGF1R,P01344,P08069,1
GDF5,BMPR1B_BMPR2,P43026,O00238_Q13873,1
GAD1_SLC6A11,GABRA6_GABRB3_GABRD,COMPLEX:P48066_Q99259,NA_NA_NA,1
F13A1,ITGA4,P00488,P13612,1
SFRP1,WNT3,Q8N474,P56703,1
COL9A3,ITGAV_ITGB8,Q14050,P06756_P26012,1
INHBB,ACVR1C_ACVR2A,P09529,Q8NER5_P27037,1
RNF43,FZD9_LRP5,Q68DV7,O00144_O75197,1
SPARC,PDGFB,P09486,P01127,1
GLS_SLC17A6,GRIA3,COMPLEX:O94925_Q9P2U8,P42263,1
LAMC1,CD44,P11047,P16070,1
GLS2_SLC1A6,GRIK1,COMPLEX:P48664_Q9UI32,P39086,1
C5,C5AR1,P01031,P21730,1
GLS2_SLC17A7,GRIK2,COMPLEX:Q9P2U7_Q9UI32,Q13002,1
VCAN,CD44,P13611,P16070,1
ALDH1A2,CRABP2_RARG,COMPLEX:O94788,NA_NA,1
GNAI2,EGFR,P04899,P00533,1
CALM2,PDE1A,P0DP24,P54750,1
CXCL10,GRM7,P02778,Q14831,1
BMP10,ACVR2B,O95393,Q13705,1
PTGES,PTGER1,COMPLEX:O14684,P34995,1
CLCF1,CRLF1,Q9UBD9,O75462,1
LRPAP1,SORL1,P30533,Q92673,1
DKK1,WNT9A,O94907,O14904,1
GDF11,ACVR2B,O95390,Q13705,1
CCL20,ADRA2A,P78556,P08913,1
PLAU,ITGB5,P00749,P18084,1
UBC,RIPK1,P0CG48,Q13546,1
PPY,NPY5R,P01298,Q15761,1
IFNA10,IFNAR1,P01566,P17181,1
PLXNB1,SEMA4D,O43157,Q92854,1
CD9,ADAM2,P21926,Q99965,1
CHAT_SLC18A3,CHRM1,COMPLEX:P28329_Q16572,P11229,1
RNF43,FZD6_LRP6,Q68DV7,O60353_O75581,1
WNT6,FZD7_LRP6,Q9Y6F9,O75084_O75581,1
GAD2_SLC32A1,GABRA4_GABRB2_GABRD,COMPLEX:Q05329_Q9H598,NA_NA_NA,1
GAD1_SLC6A11,GABRA4_GABRB3_GABRD,COMPLEX:P48066_Q99259,NA_NA_NA,1
THBS1,SDC1,P07996,P18827,1
COL1A1,GP6,P02452,Q9HCN6,1
WNT3,FZD7_LRP6,P56703,O75084_O75581,1
APLN,APLNR,Q9ULZ1,P35414,1
SERPINA7,SLC16A2,P05543,P36021,1
B2M,CD1A,P61769,P06126,1
EFNB1,ERBB2,P98172,P04626,1
RELN,ITGA3,P78509,P26006,1
SERPINF1,WNT2B,P36955,Q93097,1
TNXB,ITGAV_ITGB6,P22105,P06756_P18564,1
VEGFC,FLT4,P49767,P35916,1
SPP1,CD44,P10451,P16070,1
GDF3,ACVR2A,Q9NR23,P27037,1
INHBB,NODAL,P09529,Q96S42,1
GLS_SLC1A6,GRIA3,COMPLEX:O94925_P48664,P42263,1
ARF1,PLD2,P84077,O14939,1
CYP17A1,AR,COMPLEX:P05093,P10275,1
COL6A3,ITGA9_ITGB1,P12111,Q13797_P05556,1
PLG,PARD3,P00747,Q8TEW0,1
CCL7,ACKR2,P80098,O00590,1
CCL2,CCR5,P13500,P51681,1
MAPK1,FGFR2,P28482,P21802,1
CD80,CTLA4,P33681,P16410,1
PPY,ADRA2A,P01298,P08913,1
DDC_SLC18A1,DRD4,COMPLEX:P20711_P54219,P21917,1
GDF9,ORAI2,O60383,Q96SN7,1
SFRP2,WNT10A,Q96HF1,Q9GZT5,1
GAD2_SLC6A13,GABRA1_GABRB2_GABRD,COMPLEX:Q05329_Q9NSD5,NA_NA_NA,1
CCL4,ACKR2,P13236,O00590,1
RSPO1,FZD8,Q2MKA7,Q9H461,1
SLC18A1_TPH1,HTR1B,COMPLEX:P17752_P54219,P28222,1
CSHL1,GHR,Q14406,P10912,1
BMP7,ACVR2A_BMPR1A,P18075,P27037_P36894,1
EFNB3,F8WCM8,Q15768,F8WCM8,1
IL22,IL21R,Q9GZX6,Q9HBE5,1
IFNA21,IFNAR2,P01568,P48551,1
NCAM1,ROBO1,P13591,Q9Y6N7,1
WNT1,FZD5,P04628,Q13467,1
PPBP,CXCR2,P02775,P25025,1
ROR2,FZD8,Q01974,Q9H461,1
IL23A,IL12RB2,Q9NPF7,Q99665,1
CCL5,CCR3,P13501,P51677,1
ALDH1A3,CRABP2_RARG,COMPLEX:P47895,NA_NA,1
FST,INHBE,P19883,P58166,1
NRG2,ERBB4,O14511,Q15303,1
ADAM23,H3BM21,O75077,H3BM21,1
CD40LG,ITGAM,P29965,P11215,1
SLC6A4_TPH1,HTR1B,COMPLEX:P17752_P31645,P28222,1
ADAM9,ITGB5,Q13443,P18084,1
DHH,PTCH2,O43323,Q9Y6C5,1
CXCL3,CXCR1,P19876,P25024,1
SRD5A3,AR,COMPLEX:Q9H8P0,P10275,1
WNT6,FZD8_LRP5,Q9Y6F9,Q9H461_O75197,1
PNMT,ADRA2C,COMPLEX:P11086,P18825,1
COL4A1,ITGA2,P02462,P17301,1
GLS_SLC1A1,GRM6,COMPLEX:O94925_P43005,O15303,1
NECTIN3,TIGIT,Q9NQS3,Q495A1,1
COL4A1,ADGRG6,P02462,Q86SQ4,1
GDF10,ACVR1B_ACVR2A,P55107,P36896_P27037,1
GAD1_SLC6A8,GABRA1_GABRB3_GABRG2,COMPLEX:P48029_Q99259,NA_NA_NA,1
TGM2,TBXA2R,P21980,P21731,1
WNT2,FZD3_LRP5,P09544,Q9NPG1_O75197,1
DKK4,WNT7B,Q9UBT3,P56706,1
QRFP,QRFPR,P83859,Q96P65,1
TNC,ITGA8_ITGB1,P24821,P53708_P05556,1
ALDH1A1,CRABP2_RARA,COMPLEX:P00352,NA_NA,1
CALM1,GLP1R,P0DP23,P43220,1
GNRH2,GNRHR,O43555,P30968,1
IGFBP4,WNT4,P22692,P56705,1
WNT7B,FZD4_LRP5,P56706,Q9ULV1_O75197,1
RIMS2,ABCA1,Q9UQ26,O95477,1
GDF1,ACVR1B_ACVR2B,P27539,P36896_Q13705,1
CALCA,CALCR,P06881,P30988,1
B4DXG7,F8WCM8,B4DXG7,F8WCM8,1
LAMA2,ITGB4,P24043,P16144,1
INSL3,RXFP4,P51460,Q8TDU9,1
RNF43,FZD2_LRP6,Q68DV7,Q14332_O75581,1
TNFRSF4,TNFSF4,P43489,P23510,1
SFRP2,WNT8B,Q96HF1,Q93098,1
WNT11,FZD4,O96014,Q9ULV1,1
SPX,GALR2_GPR151,Q9BT56,O43603_Q8TDV0,1
ARTN,GFRA1_RET,Q5T4W7,P56159_P07949,1
SOSTDC1,WNT6,Q6X4U4,Q9Y6F9,1
DHH,PTCH1,O43323,Q13635,1
ROR2,FZD9,Q01974,O00144,1
RSPO2,WNT7B,Q6UXX9,P56706,1
COL4A3,ITGA9_ITGB1,Q01955,Q13797_P05556,1
HSD17B1,NR1I2,COMPLEX:P14061,O75469,1
CHAD,ITGA2_ITGB1,O15335,P17301_P05556,1
THBS4,ITGAV_ITGB3,P35443,P06756_P05106,1
CALCB,CALCRL,P10092,Q16602,1
RNASET2,TLR8,O00584,Q9NR97,1
COL4A3,ADGRG6,Q01955,Q86SQ4,1
APOE,SCARB1,P02649,Q8WTV0,1
AGT,GRM7,P01019,Q14831,1
EFNA3,F8WCM8,P52797,F8WCM8,1
CGA,LHCGR,P01215,P22888,1
LAMA3,SV2C,Q16787,Q496J9,1
ANXA1,ADRA2A,P04083,P08913,1
AGRN,PTPRS,O00468,Q13332,1
VCAN,ITGA4,P13611,P13612,1
LTA4H,LTB4R,COMPLEX:P09960,Q15722,1
IL15,IL15RA,P40933,Q13261,1
WNT1,FZD7,P04628,O75084,1
MIF,CD74,P14174,P04233,1
PNMT_SLC18A2,ADRA1D,COMPLEX:P11086_Q05940,P25100,1
CYP19A1,ESR2,COMPLEX:P11511,Q92731,1
CCL13,CCR3,Q99616,P51677,1
AGRN,ATP1A3,O00468,P13637,1
LAMA4,ITGAV_ITGB8,Q16363,P06756_P26012,1
CLEC2D,KLRB1,Q9UHP7,Q12918,1
LAMB1,ITGA6_ITGB4,P07942,P23229_P16144,1
BTC,ERBB2_ERBB4,P35070,P04626_Q15303,1
IL2,IL2_IL2RA_IL2RB_IL2RG,P60568,P60568_P01589_P14784_P31785,1
SOST,WNT3,Q9BQB4,P56703,1
COL6A3,GP6,P12111,Q9HCN6,1
IFNE,IFNAR2,Q86WN2,P48551,1
PENK,OPRM1,P01210,P35372,1
CXCL11,CCR3,O14625,P51677,1
NRG1,ERBB4,Q02297,Q15303,1
COL4A1,GP6,P02462,Q9HCN6,1
RYK,FZD6,P34925,O60353,1
DKK4,WNT9A,Q9UBT3,O14904,1
IL1F10,IL1R1,Q8WWZ1,P14778,1
COL4A1,ITGAV,P02462,P06756,1
SHH,CDON,Q15465,Q4KMG0,1
IL36A,IL1RL2,Q9UHA7,Q9HB29,1
COL4A4,ITGAV,P53420,P06756,1
NDP,LGR4,Q00604,Q9BXB1,1
CALM1,PDE1C,P0DP23,Q14123,1
NMS,NMUR1,Q5H8A3,Q9HB89,1
GNAI2,P2RY12,P04899,Q9H244,1
IFNK,IFNA2_IFNAR1_IFNAR2,Q9P0W0,P01563_P17181_P48551,1
MDK,LRP1,P21741,Q07954,1
SLC18A2_TPH2,HTR3A_HTR3B_HTR3C_HTR3D,COMPLEX:Q05940_Q8IWU9,P46098_O95264_Q8WXA8_Q70Z44,1
RSPO2,WNT3A,Q6UXX9,P56704,1
BMP7,BMPR1B,P18075,O00238,1
GLS_SLC17A7,GRIK1_GRIK4,COMPLEX:O94925_Q9P2U7,P39086_NA,1
CCL5,CXCR3,P13501,P49682,1
SCT,ADRB2,P09683,P07550,1
ULBP3,HCST_KLRK1,Q9BZM4,NA_P26718,1
PDGFC,FLT1,Q9NRA1,P17948,1
GLS2_SLC1A2,GRM6,COMPLEX:P43004_Q9UI32,O15303,1
ROR2,FZD4,Q01974,Q9ULV1,1
CAMP,IGF1R,P49913,P08069,1
UBA52,FGFR2,P62987,P21802,1
FGF5,FGFR4,P12034,P22455,1
LILRB1,HLA-G,Q8NHL6,P17693,1
EPHA7,EFNA5,Q15375,P52803,1
SFRP1,WNT16,Q8N474,Q9UBV4,1
DKK2,WNT1,Q9UBU2,P04628,1
GLS_SLC17A8,GRIK3,COMPLEX:O94925_Q8NDX2,Q13003,1
INHBB,TGFB2,P09529,P61812,1
WNT2B,FZD4_LRP6,Q93097,Q9ULV1_O75581,1
PMCH,MCHR2,P20382,Q969V1,1
GDF11,ACVR2B_TGFBR1,O95390,Q13705_P36897,1
NT5E_SLC29A1,ADORA2A,COMPLEX:P21589_Q99808,P29274,1
UBB,LRP2,P0CG47,P98164,1
UBC,TGFBR2,P0CG48,P37173,1
MADCAM1,ITGA4,Q13477,P13612,1
SLC18A2_TPH1,HTR6,COMPLEX:P17752_Q05940,P50406,1
APOB,VLDLR,P04114,P98155,1
MPZL1,MPZL1,O95297,O95297,1
DEFB4B,CCR6,O15263,P51684,1
COL1A1,DDR1,P02452,Q08345,1
AANAT,MTNR1B,Q16613,P49286,1
BMP4,BMPR1B,P12644,O00238,1
GLS_SLC1A7,GRIK2_GRIK4,COMPLEX:O00341_O94925,Q13002_NA,1
NOG,GDF5,Q13253,P43026,1
NPB,MTNR1A,Q8NG41,P48039,1
GNAS,ADCY1,Q5JWF2,Q08828,1
WNT3,FZD8_LRP5,P56703,Q9H461_O75197,1
SLC18A1_TPH2,HTR4,COMPLEX:P54219_Q8IWU9,Q13639,1
VIP,VIPR2,P01282,P41587,1
EFNA3,EPHA6,P52797,Q9UF33,1
DLL3,NOTCH1,Q9NYJ7,P46531,1
CD55,ADGRE2,P08174,Q9UHX3,1
DEFB103A,CCR2,P81534,P41597,1
HSP90AA1,LRP1,P07900,Q07954,1
GAD2_SLC6A12,GABRA4_GABRB3_GABRG2,COMPLEX:P48065_Q05329,NA_NA_NA,1
COL16A1,ITGB1,Q07092,P05556,1
CCL28,CCR10,Q9NRJ3,P46092,1
CXCL10,CXCR3,P02778,P49682,1
CTF1,IL6ST,Q16619,P40189,1
TPH1,HTR2B,P17752,P41595,1
PNMT,ADRB1,COMPLEX:P11086,P08588,1
CRH,RAMP2,P06850,O60895,1
WNT16,FZD10_LRP6,Q9UBV4,Q9ULW2_O75581,1
CD274,PDCD1,Q9NZQ7,Q15116,1
HRG,FCGR1A,P04196,P12314,1
CCK,CCKBR,P06307,P32239,1
ROR1,FZD10,Q01973,Q9ULW2,1
LGALS9,BCR_CD22_PTPRC,O00182,NA_P20273_P08575,1
COL4A3,ITGA3_ITGB1,Q01955,P26006_P05556,1
EFNA5,EPHA3,P52803,P29320,1
GAD2_SLC6A8,GABRA3_GABRB3_GABRE,COMPLEX:P48029_Q05329,NA_NA_NA,1
SHH,PTCH1,Q15465,Q13635,1
CALCB,TSHR,P10092,P16473,1
COL5A1,ITGB1,P20908,P05556,1
IAPP,GPR84,P10997,Q9NQS5,1
RLN2,PTH1R,P04090,Q03431,1
F12,CD93,P00748,Q9NPY3,1
IL22,IL22RA2,Q9GZX6,Q969J5,1
GAD2_SLC32A1,GABRA1_GABRB2,COMPLEX:Q05329_Q9H598,NA_NA,1
FST,INHBB,P19883,P09529,1
LAMA1,ITGA2_ITGB1,P25391,P17301_P05556,1
IL36B,IL36RN,Q9NZH7,Q9UBH0,1
RSPO2,WNT1,Q6UXX9,P04628,1
ZNRF3,FZD7_LRP6,Q9ULT6,O75084_O75581,1
NOTCH1,DLK2,P46531,Q6UY11,1
IL4,IL13_IL13RA1_IL4R,P05112,P35225_P78552_P24394,1
RPS27A,LRP2,P62979,P98164,1
COL7A1,ITGA2,Q02388,P17301,1
BMP8A,ACVR1,Q7Z5Y6,Q04771,1
CD14,ITGB2,P08571,P05107,1
GLS_SLC1A2,GRIK3_GRIK5,COMPLEX:O94925_P43004,Q13003_NA,1
MSTN,ACVR1B_ACVR2A,O14793,P36896_P27037,1
LAMA3,ITGA7_ITGB1,Q16787,Q13683_P05556,1
NRXN1,NLGN1,P58400,Q8N2Q7,1
GLS2_SLC1A7,GRM4,COMPLEX:O00341_Q9UI32,Q14833,1
WNT10B,FZD5_LRP5,O00744,Q13467_O75197,1
SOSTDC1,WNT3A,Q6X4U4,P56704,1
C3,ITGAM,P01024,P11215,1
WNT3A,FZD2,P56704,Q14332,1
PTHLH,TSHR,P12272,P16473,1
LAMA1,DAG1,P25391,Q14118,1
HLA-A,KIR2DL1,P04439,P43626,1
WNT3A,FZD1,P56704,Q9UP38,1
TNFSF9,TRAF2,P41273,Q12933,1
CALCB,GPR20,P10092,Q99678,1
THBS2,ITGAV_ITGB3,P35442,P06756_P05106,1
SOST,WNT3A,Q9BQB4,P56704,1
WNT7A,LRP6,O00755,O75581,1
FGF1,CD44,P05230,P16070,1
IL1B,IL1B_IL1R1_IL1RAP,P01584,P01584_P14778_Q9NPH3,1
COL4A6,SDC1,Q14031,P18827,1
GNAS,ADRB3,Q5JWF2,P13945,1
CSF2,CSF2RA_CSF2RB,P04141,P15509_P32927,1
APLP2,PLXNA4,Q06481,Q9HCM2,1
IFNA4,IFNAR1_IFNAR2,P05014,P17181_P48551,1
APOB,TREM2_TYROBP,P04114,Q9NZC2_O43914,1
TRAF2,TNFSF4,Q12933,P23510,1
RSPO1,WNT16,Q2MKA7,Q9UBV4,1
COL9A3,ITGA11_ITGB1,Q14050,Q9UKX5_P05556,1
GAD1_SLC32A1,GABRA1_GABRB2_GABRG2,COMPLEX:Q99259_Q9H598,NA_NA_NA,1
NOG,BMP5,Q13253,P22003,1
FARP2,PLXNA4,O94887,Q9HCM2,1
PF4V1,PROCR,P10720,Q9UNN8,1
VIP,VIPR1,P01282,P32241,1
NOG,BMP8B,Q13253,P34820,1
POMC,MC3R,P01189,P41968,1
LAMA5,SDC1,O15230,P18827,1
LEFTY2,GDF3,O00292,Q9NR23,1
MMP1,CD44,P03956,P16070,1
GCG,GCGR,P01275,P47871,1
HPX,LRP1,P02790,Q07954,1
FASLG,FAS,P48023,P25445,1
ACTR2,ADRB2,P61160,P07550,1
COL6A1,CD44,P12109,P16070,1
BMP5,ACVR1_ACVR2A,P22003,Q04771_P27037,1
APOD,LEPR,P05090,P48357,1
DBH_SLC18A1,ADRA2A,COMPLEX:P09172_P54219,P08913,1
LAMB1,ITGB1,P07942,P05556,1
EFNB3,EPHB1,Q15768,P54762,1
FGF7,NRP1,P21781,O14786,1
COL4A3,CD44,Q01955,P16070,1
POMC,RAMP3,P01189,O60896,1
WIF1,WNT16,Q9Y5W5,Q9UBV4,1
CALR,HLA-F,P27797,P30511,1
VEGFC,ITGA9,P49767,Q13797,1
GCG,TSHR,P01275,P16473,1
NMU,GRM7,P48645,Q14831,1
PRLH,PRLHR,P81277,P49683,1
SEMA7A,ITGA1,O75326,P56199,1
GPC6,LRP2,Q9Y625,P98164,1
DSPP,ITGAV_ITGB6,Q9NZW4,P06756_P18564,1
INSL3,ADCYAP1R1,P51460,P41586,1
CER1,WNT1,O95813,P04628,1
NRG1,ERBB2_ERBB4,Q02297,P04626_Q15303,1
AKR1C3,PTGFR,COMPLEX:P42330,P43088,1
WNT8B,FZD6_LRP5,Q93098,O60353_O75197,1
COL6A1,ITGA9_ITGB1,P12109,Q13797_P05556,1
COL1A1,ITGA9_ITGB1,P02452,Q13797_P05556,1
TNXB,ITGA9_ITGB1,P22105,Q13797_P05556,1
LAMA1,ITGA6_ITGB4,P25391,P23229_P16144,1
DKK2,WNT2B,Q9UBU2,Q93097,1
IGFBP4,WNT8A,P22692,Q9H1J5,1
IGFBP2,IGF2,P18065,P01344,1
WNT9A,FZD1,O14904,Q9UP38,1
BMP7,BMPR1A_BMPR2,P18075,P36894_Q13873,1
DLK1,NOTCH3,P80370,Q9UM47,1
ZNRF3,FZD3_LRP5,Q9ULT6,Q9NPG1_O75197,1
MFGE8,H3BM21,Q08431,H3BM21,1
FRZB,WNT10B,Q92765,O00744,1
INHBA_INHBB,ACVR1C_ACVR2A,COMPLEX:P08476_P09529,Q8NER5_P27037,1
TNR,ITGAV_ITGB3,Q92752,P06756_P05106,1
WNT16,FZD7_LRP6,Q9UBV4,O75084_O75581,1
AVP,VIPR1,P01185,P32241,1
COL11A1,ITGB1,P12107,P05556,1
GAD1_SLC6A11,GABRA2_GABRB3_GABRG2,COMPLEX:P48066_Q99259,NA_NA_NA,1
FSHB,RAMP2,P01225,O60895,1
DDC,HTR3D,COMPLEX:P20711,Q70Z44,1
EFNA2,EPHA7,O43921,Q15375,1
TSHB,VIPR1,P01222,P32241,1
INHBE,ACVR2B,P58166,Q13705,1
CYP19A1,NR1I2,COMPLEX:P11511,O75469,1
FGF7,FGFR4,P21781,P22455,1
NID1,A0A2R8YGI3,P14543,A0A2R8YGI3,1
GLS2_SLC1A7,GRIK1_GRIK4,COMPLEX:O00341_Q9UI32,P39086_NA,1
C4A,C5AR2,P0C0L4,Q9P296,1
GHRL,GPR39,Q9UBU3,O43194,1
PODXL,SELL,O00592,P14151,1
CHAT,CHRNA3_CHRNA5_CHRNB4,COMPLEX:P28329,P32297_P30532_P30926,1
RELN,ITGB1,P78509,P05556,1
CXCL9,MTNR1A,Q07325,P48039,1
BMP3,BMP15,P12645,O95972,1
SERPINE1,PLAUR,P05121,Q03405,1
PTHLH,RAMP3,P12272,O60896,1
GLS_SLC17A7,GRIK3_GRIK4,COMPLEX:O94925_Q9P2U7,Q13003_NA,1
PPY,GRM7,P01298,Q14831,1
IFNE,IFNAR1_IFNAR2,Q86WN2,P17181_P48551,1
IAPP,GPR20,P10997,Q99678,1
ICAM4,ITGA4,Q14773,P13612,1
BMP4,BMPR1B_BMPR2,P12644,O00238_Q13873,1
GLS2_SLC1A3,GRM2,COMPLEX:P43003_Q9UI32,Q14416,1
PORCN,WNT1,Q9H237,P04628,1
NRTN,GFRA2,Q99748,O00451,1
C3,CD81,P01024,P60033,1
DUSP18,ITGB4,Q8NEJ0,P16144,1
GAD2_SLC6A8,GABRA2_GABRB3_GABRG2,COMPLEX:P48029_Q05329,NA_NA_NA,1
LGALS1,CD69,P09382,Q07108,1
PTHLH,GPR84,P12272,Q9NQS5,1
GAD1_SLC6A11,GABRA1_GABRB3,COMPLEX:P48066_Q99259,NA_NA,1
RNF43,FZD5_LRP5,Q68DV7,Q13467_O75197,1
LTC4S,CYSLTR2,COMPLEX:Q16873,Q9NS75,1
IHH,GAS1_PTCH1,Q14623,P54826_Q13635,1
HEBP1,FPR3,Q9NRV9,P25089,1
GAD2_SLC6A8,GABRA4_GABRB2_GABRD,COMPLEX:P48029_Q05329,NA_NA_NA,1
IGFBP4,WNT2,P22692,P09544,1
GLS2_SLC1A2,GRIA2,COMPLEX:P43004_Q9UI32,P42262,1
LEFTY1,TGFB3,O75610,P10600,1
NID1,ITGAV,P14543,P06756,1
IL2,GYPE,P60568,P15421,1
TGFB1,CD109,P01137,Q6YHK3,1
COL4A1,SDC1,P02462,P18827,1
WNT2,FZD6_LRP5,P09544,O60353_O75197,1
GDF9,ACVR2A,O60383,P27037,1
NODAL,ACVR1C_ACVR2B_CFC1,Q96S42,Q8NER5_Q13705_P0CG37,1
PIP,CD4,P12273,P01730,1
APCDD1,FZD4_LRP6,Q8J025,Q9ULV1_O75581,1
COL3A1,DDR1,P02461,Q08345,1
GNAI2,EDNRA,P04899,P25101,1
RSPO2,WNT10A,Q6UXX9,Q9GZT5,1
RSPO3,WNT7B,Q9BXY4,P56706,1
LRRC4C,PTPRF,Q9HCJ2,P10586,1
LAMA4,SV2B,Q16363,Q7L1I2,1
PTH,PTH1R,P01270,Q03431,1
GLS_SLC1A6,GRIK3_GRIK4,COMPLEX:O94925_P48664,Q13003_NA,1
COL9A3,ITGA9_ITGB1,Q14050,Q13797_P05556,1
WNT8A,FZD5_LRP6,Q9H1J5,Q13467_O75581,1
TNR,ITGAV_ITGB6,Q92752,P06756_P18564,1
TPH1,HTR6,P17752,P50406,1
CD177,PECAM1,Q8N6Q3,P16284,1
AGTR2,GNAI2,P50052,P04899,1
SFRP1,WNT2B,Q8N474,Q93097,1
CHRM3,ARF1,P20309,P84077,1
PNMT_SLC18A1,ADRB3,COMPLEX:P11086_P54219,P13945,1
IFNA17,IFNA2_IFNAR1_IFNAR2,P01571,P01563_P17181_P48551,1
CALM1,GRM3,P0DP23,Q14832,1
WNT2B,FZD1_LRP5,Q93097,Q9UP38_O75197,1
EFNB2,F8WCM8,P52799,F8WCM8,1
LHB,LHCGR,P01229,P22888,1
FGF21,FGFR2,Q9NSA1,P21802,1
BMP7,ACVR1,P18075,Q04771,1
FGF12,FGFR3,P61328,P22607,1
LAMA3,SV2B,Q16787,Q7L1I2,1
GLS_SLC1A7,GRIN1_GRIN2A,COMPLEX:O00341_O94925,NA_NA,1
NOTCH2,JAG1,Q04721,P78504,1
PDGFB,S1PR1,P01127,P21453,1
GZMB,PGRMC1,P10144,O00264,1
CNTN2,CNTN2,Q02246,Q02246,1
SLC6A4_TPH2,HTR6,COMPLEX:P31645_Q8IWU9,P50406,1
GDF1,SMAD3,P27539,P84022,1
RNF43,FZD7_LRP6,Q68DV7,O75084_O75581,1
NPS,GPR20,P0C0P6,Q99678,1
GAD2_SLC6A13,GABBR2,COMPLEX:Q05329_Q9NSD5,O75899,1
UCN2,CRHR2,Q96RP3,Q13324,1
PYY,NPY2R,P10082,P49146,1
SHANK1,ADGRL2,Q9Y566,O95490,1
CCN2,LRP6,P29279,O75581,1
PTHLH,PTH1R,P12272,Q03431,1
WNT9B,FZD3_LRP5,O14905,Q9NPG1_O75197,1
LAMA5,ITGA6_ITGB4,O15230,P23229_P16144,1
ITGAV_ITGB5,ADGRB1,COMPLEX:P06756_P18084,O14514,1
LHB,RAMP3,P01229,O60896,1
NID2,A0A2R8YGI3,Q14112,A0A2R8YGI3,1
GDF11,BMPR1A,O95390,P36894,1
SFTPD,TLR4,P35247,O00206,1
FGF21,FGFR1,Q9NSA1,P11362,1
CXCL13,HTR2A,O43927,P28223,1
SEMA4D,MET,Q92854,P08581,1
GLS_SLC17A6,GRIK3,COMPLEX:O94925_Q9P2U8,Q13003,1
GLS_SLC1A3,GRIK1,COMPLEX:O94925_P43003,P39086,1
